uri,toxicity_prob,toxicity_tier
at://did:plc:pvcxicdndphhuiqczyzu43dw/app.bsky.feed.post/3mmyrj62q6625,0.024849601,low
at://did:plc:ywfcvjez33ey4z5rsf7pgdx2/app.bsky.feed.post/3mmyr6dgrrs2x,0.034041706,low
at://did:plc:rozyqg7p64o2wuywr6bpvyec/app.bsky.feed.post/3mmyqk7jkls2f,0.027324399,low
at://did:plc:lrr632kvugzfk2vsghjytvgl/app.bsky.feed.post/3mmyq6k3xus2e,0.020960633,low
at://did:plc:wnhlwfb44kfyi4gb6yc2tvbz/app.bsky.feed.post/3mmypwxp2722s,0.06579731,low
at://did:plc:v4us3a725gax4g5r4ot5mxcy/app.bsky.feed.post/3mmypscfjdk23,0.4269174,medium
at://did:plc:d4z6zveh6n4qifdn223mj4uk/app.bsky.feed.post/3mmypcaq2cs2t,0.1460314,medium
at://did:plc:ba4ljetiaeiu5vrpfhymga7a/app.bsky.feed.post/3mmypbnwkbc26,0.004775103,low
at://did:plc:ituyfq7lklxce2do3trp7owl/app.bsky.feed.post/3mmyp4kjcdc2g,0.17458448,medium
at://did:plc:nhdtzg7mmjr3bhiqozvlqhez/app.bsky.feed.post/3mmym5ja22k2v,0.007382561,low
at://did:plc:dj2og4fejbzniy3qkvua33so/app.bsky.feed.post/3mmylyu2k632j,0.013822667,low
at://did:plc:bjdjomgx7t7f3agie7ndvosb/app.bsky.feed.post/3mmylgbnm6k2p,0.31132057,medium
at://did:plc:bjdjomgx7t7f3agie7ndvosb/app.bsky.feed.post/3mmyl57aicc2a,0.05750068,low
at://did:plc:bjdjomgx7t7f3agie7ndvosb/app.bsky.feed.post/3mmyl57aefc2a,0.31963667,medium
at://did:plc:7jzcvltv54nymu3esx3n5wxq/app.bsky.feed.post/3mmyksgmpms2w,0.2855005,medium
at://did:plc:jpw3yieqid6tcywrp7yfguol/app.bsky.feed.post/3mmykh7cp422b,0.07608539,low
at://did:plc:ndpimx6b354av7omhvflkqpb/app.bsky.feed.post/3mmyk2nfv7c2w,0.1460314,medium
at://did:plc:bi65gimlgyzlwowmhi5bkixl/app.bsky.feed.post/3mmyjkpzfxs2h,0.30854854,medium
at://did:plc:zhbhwsqkcvnmetkjfjn2hqmx/app.bsky.feed.post/3mmyj5mdoyk25,0.23523538,medium
at://did:plc:sgjgzuvgkirqy6hpbtjqqbu2/app.bsky.feed.post/3mmyii4f65k2k,0.12086493,medium
at://did:plc:swj6nxxfi5gcpgjdzvo25cri/app.bsky.feed.post/3mmyifhco442b,0.11078331,medium
at://did:plc:pp66gvuh6w7tnshtvjxll72e/app.bsky.feed.post/3mmyi67bvb22n,0.41445592,medium
at://did:plc:u455z3rms23s5bhlwcvfpptq/app.bsky.feed.post/3mmyhyvhxjc2e,0.055026773,low
at://did:plc:rcnjiioypt7yjoqq2mmvcnfm/app.bsky.feed.post/3mmyhnhhlmk2l,0.10175867,medium
at://did:plc:fkl6nf6t3ff74z5sv63oiyww/app.bsky.feed.post/3mmyepqw6tc2o,0.1104733,medium
at://did:plc:ottofkbzucuystpjo4pd5hvn/app.bsky.feed.post/3mmyenaeiji22,0.010492661,low
at://did:plc:f6yya4ptvsu3cbc7mxkml66d/app.bsky.feed.post/3mmye76grws2c,0.19893374,medium
at://did:plc:kd7uuhbinsnypsodgcpv6upj/app.bsky.feed.post/3mmycvf5i722m,0.25462922,medium
at://did:plc:va2yfo5lakdl2ryyow5jcahm/app.bsky.feed.post/3mmycul4b4c23,0.0006125955,low
at://did:plc:ugb7kvqrlx7n6sice7oh5un2/app.bsky.feed.post/3mmybomz6qc2b,0.38434127,medium
at://did:plc:bmwzobesymdevsmvear6oxm7/app.bsky.feed.post/3mmyblhqcq227,0.62136006,medium
at://did:plc:4w2p57fw5v3za6sp4arxgcmy/app.bsky.feed.post/3mmy7jwyjcc2g,0.0031415154,low
at://did:plc:viy32lsndojndnbbqax56t5e/app.bsky.feed.post/3mmy4vsvwuk2d,0.32289913,medium
at://did:plc:6rqkdzljzl66im2guphxte5z/app.bsky.feed.post/3mmxygfdq4k2a,0.1883923,medium
at://did:plc:vhym2z77fpfoapmkg7jxkpyq/app.bsky.feed.post/3mmxxhct4gc2u,0.3127066,medium
at://did:plc:mpbgue7fxsf2fdmxfvxvqlst/app.bsky.feed.post/3mmxfmt6tuk2n,0.8778702,high
at://did:plc:oebhdiihuxnx3ted3vj34gy3/app.bsky.feed.post/3mmxffeii5225,0.34328604,medium
at://did:plc:pp66gvuh6w7tnshtvjxll72e/app.bsky.feed.post/3mmxeyj3jss2n,0.40336934,medium
at://did:plc:xhwt4hrnyv3k3efdfjxqunmo/app.bsky.feed.post/3mmxeq4ixh624,0.055521555,low
at://did:plc:dcdj744qu2zqhswdehibppp7/app.bsky.feed.post/3mmxdh2cahs2p,0.38434127,medium
at://did:plc:ant3yfblxrvj3nn5aj7ffwbb/app.bsky.feed.post/3mmxcaibhts2o,0.43720075,medium
at://did:plc:kb4qdhxgenhj7k4i6lbi7m5a/app.bsky.feed.post/3mmx7u6d37c2a,0.050326355,low
at://did:plc:2yi64nddlqnjyvb6c6lo273u/app.bsky.feed.post/3mmx7ozcqis2l,0.82048255,high
at://did:plc:ah3xx43zx46g6tmdbmsmro7f/app.bsky.feed.post/3mmz7uecw5t2y,0.010115679,low
at://did:plc:ybyde6eyl6aaygkcfsyrqlb2/app.bsky.feed.post/3mmz7tbkpcs2x,0.2540519,medium
at://did:plc:626hondgaubhlerdelzg5apb/app.bsky.feed.post/3mmz7se3frc2g,0.011372286,low
at://did:plc:626hondgaubhlerdelzg5apb/app.bsky.feed.post/3mmz7sdw3ts2g,0.71760553,high
at://did:plc:dn2jkgucy3acbuklxcavzghs/app.bsky.feed.post/3mmz7oc5nw22l,0.4575469,medium
at://did:plc:yahlwcx4fucfvex2y7roprra/app.bsky.feed.post/3mmz7myrvks2f,0.50759226,medium
at://did:plc:nzmbwnz24njyyld2hzk2l2n6/app.bsky.feed.post/3mmz7mopj5s2x,0.028620722,low
at://did:plc:yxwuluq3ksl4hur6mopcl5el/app.bsky.feed.post/3mmz7mfavp62n,0.013885498,low
at://did:plc:dphcvvemxkpmyo73kzzdrauf/app.bsky.feed.post/3mmz7hhrppy2v,0.023317585,low
at://did:plc:zdyyvf43jr74zdodptrad6xy/app.bsky.feed.post/3mmz7eqwf6k25,0.17198499,medium
at://did:plc:uf6566ur4zv2h7yl4les2ygh/app.bsky.feed.post/3mmz7ccusyz22,0.03734144,low
at://did:plc:wr2ufm6vcab5eine6zh4nuvf/app.bsky.feed.post/3mmz7caic3k2z,0.2028889,medium
at://did:plc:de2b26mcnrp3uc7zxg7enx7o/app.bsky.feed.post/3mmz7b2ycoc2u,0.020842785,low
at://did:plc:sal5vrp4pjrb5gm5omyssw52/app.bsky.feed.post/3mmz75tmi6z2a,0.026735162,low
at://did:plc:xqa6a3lnl53nqm3lktqyvnd4/app.bsky.feed.post/3mmz7534ec22d,0.36095104,medium
at://did:plc:af57fopoyllusqml6w2627cf/app.bsky.feed.post/3mmz73sacuk2n,0.046368107,low
at://did:plc:2b2gav45qwiqptgmhnksznmv/app.bsky.feed.post/3mmz6xwugtk27,0.05799546,low
at://did:plc:dekxpx2uisvl4uqg5gjnyu2q/app.bsky.feed.post/3mmz6wlmgqs2v,0.02968135,low
at://did:plc:n4vacwgyusl2dej3pzavnxyl/app.bsky.feed.post/3mmz6wg7il22w,0.29953843,medium
at://did:plc:vedguuv4ujh7juihk5iyq7fi/app.bsky.feed.post/3mmz6tcyc4s24,0.50759226,medium
at://did:plc:4xqt7t2zph634drigtdxdmro/app.bsky.feed.post/3mmz6rpqaok2e,0.6289369,medium
at://did:plc:i4ip2h75ifija6zu7ib5tha5/app.bsky.feed.post/3mmz6otravk2u,0.048594624,low
at://did:plc:k5nskatzhyxersjilvtnz4lh/app.bsky.feed.post/3mmz6oryqlb2e,0.09112182,low
at://did:plc:wr2ufm6vcab5eine6zh4nuvf/app.bsky.feed.post/3mmz6n3gcks2m,0.2043827,medium
at://did:plc:ih26i5cgh7y3u6qblbz22qyk/app.bsky.feed.post/3mmz6l5uzxk2a,0.34328604,medium
at://did:plc:utq7vjhzfflg4zshkt3eulyi/app.bsky.feed.post/3mmz6hrnqrc2o,0.04067813,low
at://did:plc:4ypafy7fbadzvmru3lejvgb5/app.bsky.feed.post/3mmz6fpdjqi2j,0.0070684096,low
at://did:plc:guehcpzih5gpbot5lro2xwy3/app.bsky.feed.post/3mmz6fojnj62z,0.0070684096,low
at://did:plc:shrdhrkbxq7gfggggayk2jo6/app.bsky.feed.post/3mmz6fmmel22f,0.16851899,medium
at://did:plc:zqcw3hix2kccyacauvgwmss2/app.bsky.feed.post/3mmz6ef3f3c2d,0.5972042,medium
at://did:plc:kwbvbdsuwcbvrbaqrostxetw/app.bsky.feed.post/3mmz6di2v622b,0.055521555,low
at://did:plc:626hondgaubhlerdelzg5apb/app.bsky.feed.post/3mmz6dfyg7k2g,0.743089,high
at://did:plc:nmbphsz3e7f2jd7pxzz5cbpy/app.bsky.feed.post/3mmz6cdokes2r,0.020231359,low
at://did:plc:t425k3xuqtmsrdq4lrc4ssz2/app.bsky.feed.post/3mmz6bjtwa227,0.04315203,low
at://did:plc:sjej2liliky32bsb6kd3rhs7/app.bsky.feed.post/3mmz64bv2522r,0.3308965,medium
at://did:plc:ejyvsim3nnddpbzim5twruxo/app.bsky.feed.post/3mmz5zqovj22a,0.013382856,low
at://did:plc:xgufx6jv37jwlgxyzl243vk4/app.bsky.feed.post/3mmz5uviwes2l,0.019854378,low
at://did:plc:auswpa5iso72tkwv43vri23p/app.bsky.feed.post/3mmz5umwxrk2u,0.10653123,medium
at://did:plc:vmh2bwf3zaml2gnbxbrnnlol/app.bsky.feed.post/3mmz5qoalk22m,0.034041706,low
at://did:plc:d2tkhtm77uljwzywh4dbt4ot/app.bsky.feed.post/3mmz5kvswys2h,0.36095104,medium
at://did:plc:owgmdcnic5s74uwbvcxse6oz/app.bsky.feed.post/3mmz5jqpixc2b,0.02779579,low
at://did:plc:lu4aeoqgsetreezgnqibhqqh/app.bsky.feed.post/3mmz5j3otks2s,0.05750068,low
at://did:plc:2vqfwafcmxbpl6ngkxhvhhps/app.bsky.feed.post/3mmz5eqv6qs2j,0.03639866,low
at://did:plc:d4p5ax5yfkyjr74fwg4wyvdr/app.bsky.feed.post/3mmz5coafq22q,0.0143253105,low
at://did:plc:a67zdrt4nl2tv2qojpngogbq/app.bsky.feed.post/3mmz5awf4gz2t,0.041172907,low
at://did:plc:xosxaspqge3nmgjrpkljnlr4/app.bsky.feed.post/3mmz574czf227,0.06184035,low
at://did:plc:n4jynmo5upmpzulw7bb25znu/app.bsky.feed.post/3mmz56iwosc2k,0.112953395,medium
at://did:plc:ztfkk2t3m3cz4yslspwflx6v/app.bsky.feed.post/3mmz556kxyc2t,0.02920996,low
at://did:plc:o6ggjvnj4ze3mnrpnv5oravg/app.bsky.feed.post/3mmz53j7ehj2h,0.0068485034,low
at://did:plc:o6ggjvnj4ze3mnrpnv5oravg/app.bsky.feed.post/3mmz53g2ntb2b,0.007099825,low
at://did:plc:o6ggjvnj4ze3mnrpnv5oravg/app.bsky.feed.post/3mmz532kx6j2a,0.007288316,low
at://did:plc:peapyw3b5nnwl723pcrej4u7/app.bsky.feed.post/3mmz4xdja222r,0.031449065,low
at://did:plc:k4jssy3jlqrtbk43agng4zgu/app.bsky.feed.post/3mmz4v3am522d,0.038048524,low
at://did:plc:hicimafj2skixnplaqbmyhqc/app.bsky.feed.post/3mmz4si5q5k2r,0.018723432,low
at://did:plc:ddo2sqibuwq4kqufq37ktwxj/app.bsky.feed.post/3mmz4qejt5z2u,0.081625134,low
at://did:plc:gqnbhy35xp26ylqbcdddpmir/app.bsky.feed.post/3mmz7vbkgns2v,0.48021027,medium
at://did:plc:et56hvr6ngmjoxgozb3oe6wd/app.bsky.feed.post/3mmz7ucoz3i2d,0.02826718,low
at://did:plc:qoisiv6vwq3vtkzndjuybysh/app.bsky.feed.post/3mmz7u7yz2c2g,0.10783285,medium
at://did:plc:hkhzyevkinhsftuys2nnssey/app.bsky.feed.post/3mmz7u7svqc2n,0.11479026,medium
at://did:plc:yro23gokcibk3em5kg37bpgh/app.bsky.feed.post/3mmz7t3zt5s2c,0.058737632,low
at://did:plc:lwgvv5oqh5stzb6dxa5d7z3n/app.bsky.feed.post/3mmz7ssu3qk22,0.23667802,medium
at://did:plc:tzlsc5d7sqnbkzgwf7uu4ana/app.bsky.feed.post/3mmz7slufk22k,0.8115627,high
at://did:plc:lvlkfxpqjkou5frvip3i4sku/app.bsky.feed.post/3mmz7rxngg22c,0.04711028,low
at://did:plc:3c5bln4fufrjf5syuqw2m6sj/app.bsky.feed.post/3mmz7rhmq622d,0.718943,high
at://did:plc:kkibbnrgbchvn5kww44nwn46/app.bsky.feed.post/3mmz7r5lfws2t,0.019980038,low
at://did:plc:kwqxvdiv6ossinc2q2rhbz42/app.bsky.feed.post/3mmz7qxxj422h,0.52272606,medium
at://did:plc:bmenexlnrrhcqdvhvzrywe6j/app.bsky.feed.post/3mmz7qmogg22v,0.30464804,medium
at://did:plc:6qohzojcvoc7avnph3mghl3y/app.bsky.feed.post/3mmz7qfditk24,0.28425202,medium
at://did:plc:v7qxgsaicycbiy7kyjjkqkx7/app.bsky.feed.post/3mmz7qegl2k2f,0.29771072,medium
at://did:plc:est2zybv3awibvogs6zrsp4l/app.bsky.feed.post/3mmz7ppymcc27,0.03545588,low
at://did:plc:kqwuep5cwg4eptcrfytzfowp/app.bsky.feed.post/3mmz7plzvmc2c,0.18744208,medium
at://did:plc:laxjb5ygyvyggoxkvvxdoa2x/app.bsky.feed.post/3mmz7pbcfgc2n,0.08874765,low
at://did:plc:3rrajqllwpwylfh4lyz33son/app.bsky.feed.post/3mmz7owcufk2k,0.36043653,medium
at://did:plc:66pn2rqf7or27ej3dthywwbr/app.bsky.feed.post/3mmz7ooqhks2v,0.85333383,high
at://did:plc:dv4f27itlshha46gnhgasno3/app.bsky.feed.post/3mmz7ojgttc2n,0.017089844,low
at://did:plc:xuqn26xhz46dgrm6nv6oqx5d/app.bsky.feed.post/3mmz7nnmlkc2w,0.03192045,low
at://did:plc:hur5kz4omzpee5kh5i6qifdp/app.bsky.feed.post/3mmz7nkhpz227,0.036870047,low
at://did:plc:gkpmtifololeldh2jvd25hvg/app.bsky.feed.post/3mmz7noenlc2f,0.16158698,medium
at://did:plc:hi4pl2gnflphzwbj6fsdouur/app.bsky.feed.post/3mmz7n3evss2f,0.1182615,medium
at://did:plc:iipowqhztticiguaxkwgtiwt/app.bsky.feed.post/3mmz7mvclvc2i,0.1013248,medium
at://did:plc:rp6sg5utnweiigcbf4pfh5zm/app.bsky.feed.post/3mmz7mfrguc2f,0.25462922,medium
at://did:plc:fwccmwjymrzl7ss6dk3afr3r/app.bsky.feed.post/3mmz7mfaxjc2p,0.017843807,low
at://did:plc:hrgpfvsjuyphsuso5cijqpcr/app.bsky.feed.post/3mmz7l654wc2i,0.76523775,high
at://did:plc:onmk3532vilcalz57rqaxk42/app.bsky.feed.post/3mmz7kqrdhs25,0.041172907,low
at://did:plc:mjqx3keoa7dnijwhju26fsx3/app.bsky.feed.post/3mmz7k542qs2f,0.6027529,medium
at://did:plc:ulgx2y3v4hazkg6qmkxqtn5a/app.bsky.feed.post/3mmz7jfwifbg2,0.013697007,low
at://did:plc:hezcbgyxha4zkvo3oouvpity/app.bsky.feed.post/3mmz7iwgvv22s,0.74954444,high
at://did:plc:b57mtrmgnq4xgkqjfcsruspy/app.bsky.feed.post/3mmz7imvek22e,0.050078966,low
at://did:plc:a2cwfjof7nkitpogcejh7n72/app.bsky.feed.post/3mmz7ib2ijc2c,0.05799546,low
at://did:plc:vwei6o5hytxl6fgrrwoi2sns/app.bsky.feed.post/3mmz7hdhpnc2x,0.1140901,medium
at://did:plc:o5pzm2afnlvvhnkqxpic3xq7/app.bsky.feed.post/3mmz7h27eak2f,0.05898502,low
at://did:plc:fa5h25yzrpcsrvbtd5ovmfud/app.bsky.feed.post/3mmz7gkfloc2b,0.509388,medium
at://did:plc:osdmcnk7g4jv23sdxssjw6mt/app.bsky.feed.post/3mmz7fv26js2j,0.032156147,low
at://did:plc:v6axxofxzohig75jbl23shqd/app.bsky.feed.post/3mmz7fdag4c2v,0.2553839,medium
at://did:plc:ry7nyykhn72qkx4alwfmg34e/app.bsky.feed.post/3mmz7eri6jc2j,0.28312725,medium
at://did:plc:43mecgsfldhj5spnni6r4zvn/app.bsky.feed.post/3mmz7eibitc2f,0.022256956,low
at://did:plc:ufmdhiuk4jnyx5l4vgdu5duy/app.bsky.feed.post/3mmz7ufmkbn2r,0.011623607,low
at://did:plc:5i7qv6sq3azq3i3yzqicf6iz/app.bsky.feed.post/3mmz7tewva22v,0.026735162,low
at://did:plc:suhnlzpdrmy3yluekqhnebhh/app.bsky.feed.post/3mmz7rf2vys26,0.18364124,medium
at://did:plc:xvnjp2f2fhluoswjrav4oahw/app.bsky.feed.post/3mmz7jx4b2k2h,0.4402136,medium
at://did:plc:wyvx765w5prdqxip4gcyjs52/app.bsky.feed.post/3mmz7isviy223,0.17545098,medium
at://did:plc:orupuw2khzpb36m62zoqzhed/app.bsky.feed.post/3mmz7i7ek3x25,0.006345861,low
at://did:plc:z37gi5ms4spcaarqz6wqj4i3/app.bsky.feed.post/3mmz7gidmds2p,0.2763787,medium
at://did:plc:a2hauqb7zpg6owr62kl4fxpx/app.bsky.feed.post/3mmz7fo3vas2z,0.11129999,medium
at://did:plc:hivv3efpoueyphbnffrazexx/app.bsky.feed.post/3mmz7duak3k2y,0.017969469,low
at://did:plc:d3qdv2vr7xlipigy7sq5vu6b/app.bsky.feed.post/3mmz7bncy4c2o,0.74954444,high
at://did:plc:6sp2ztvrdq6casp3aiiqrf55/app.bsky.feed.post/3mmz77hzk422i,0.47119883,medium
at://did:plc:gdllqkew3ihpfpzpvs2mr2le/app.bsky.feed.post/3mmz74oyxsk2o,0.60254884,medium
at://did:plc:glrcxolr27mn5djqonorpnyl/app.bsky.feed.post/3mmz6xpoz222l,0.20009702,medium
at://did:plc:yb6muf2vohkkkodqteueikra/app.bsky.feed.post/3mmz6x26js22z,0.72028047,high
at://did:plc:pqmmd2aceenk2hx4l2lpevvd/app.bsky.feed.post/3mmz6sqykcc23,0.036162965,low
at://did:plc:7x6ffpekue5y3pzgxfsjv63p/app.bsky.feed.post/3mmz6pq6ud22q,0.02638162,low
at://did:plc:ykvfxsnswr6rcwdbwocwqajt/app.bsky.feed.post/3mmz6n5lu5k25,0.27525392,medium
at://did:plc:psnjo4sajhs3aojsmbmizuch/app.bsky.feed.post/3mmz6mlw7ks2e,0.008984734,low
at://did:plc:jmuhjrotgvcquoaqtpcuxjii/app.bsky.feed.post/3mmz6ldpazs2u,0.01633588,low
at://did:plc:e2urver2l7mhzyken3sehm5f/app.bsky.feed.post/3mmz6kqvox22v,0.054037213,low
at://did:plc:wdvyw3eufw7wtflf7ukvevjg/app.bsky.feed.post/3mmz6hm2t6k2k,0.52272606,medium
at://did:plc:xuhwb4qwqmuhvhw7keljcdu2/app.bsky.feed.post/3mmz6ev6cmo2f,0.4274071,medium
at://did:plc:iykyukig3nuqkojuy3vei4t3/app.bsky.feed.post/3mmz6aa7tbk2n,0.6827122,medium
at://did:plc:bg3ubi66jmvsic6yeopvqs7u/app.bsky.feed.post/3mmz65jswpk2p,0.18269104,medium
at://did:plc:rfm3g2gimevzm3bz4liagyim/app.bsky.feed.post/3mmz5zy75yc23,0.44573322,medium
at://did:plc:z2v2k45yp6cxfxzot6igv2ph/app.bsky.feed.post/3mmz5xlxpic2e,0.32074678,medium
at://did:plc:x6jk7eapwamjtwiiphhro4qr/app.bsky.feed.post/3mmz5xdlodk2f,0.03109552,low
at://did:plc:xtlx3k3rmalrfctd6ccfw5y6/app.bsky.feed.post/3mmz5wwzqz22q,0.6027529,medium
at://did:plc:grbylum4d3bjx7nzhwaaxt5x/app.bsky.feed.post/3mmz5w3osxl2x,0.10002319,medium
at://did:plc:vy3i7app5xdokj67bobtzqfu/app.bsky.feed.post/3mmz5vguric2m,0.25084448,medium
at://did:plc:z62tzl5qbxy43mf2rhlnseix/app.bsky.feed.post/3mmz5vcvm5k2c,0.11212669,medium
at://did:plc:vy3i7app5xdokj67bobtzqfu/app.bsky.feed.post/3mmz5rkt74k2a,0.584095,medium
at://did:plc:nsekenygmde6y4c3m4ekcnch/app.bsky.feed.post/3mmz5oc2kws27,0.60254884,medium
at://did:plc:bjiwl4ma5yiuovtkvozdeheq/app.bsky.feed.post/3mmz5mnevjs2m,0.0079480335,low
at://did:plc:sp7mv4tn7lgnrvx4gghsbxq6/app.bsky.feed.post/3mmz5guxcx22z,0.17805049,medium
at://did:plc:f74ez54s7ixrnlsqxzwzoiid/app.bsky.feed.post/3mmz53lvai22w,0.04735767,low
at://did:plc:d3blkgynnwi3rp7vak25pfe3/app.bsky.feed.post/3mmz52f5ya22g,0.64447093,medium
at://did:plc:try46aj5ztgtt4ifndpxujg4/app.bsky.feed.post/3mmz4t7pvfh2n,0.032156147,low
at://did:plc:wjldefaxmyo5ext6my6qjesk/app.bsky.feed.post/3mmz4g5xgzr2a,0.06817148,low
at://did:plc:yakgotxfehzl67dcfesyeifo/app.bsky.feed.post/3mmz47zvp5s2z,0.30452284,medium
at://did:plc:xzxoiq24kpfu6ylfjicegvu2/app.bsky.feed.post/3mmz46rlss22n,0.2855005,medium
at://did:plc:vy3i7app5xdokj67bobtzqfu/app.bsky.feed.post/3mmz45qy7bs2x,0.23739935,medium
at://did:plc:xdfadahpwvdsbgv3cxoixmqi/app.bsky.feed.post/3mmz42q34vs2z,0.041172907,low
at://did:plc:7wjzwqkw7oady5b52tlcon6r/app.bsky.feed.post/3mmz3vgi6sc2o,0.16765249,medium
at://did:plc:s3oxdiqmwvzgvxxlvjnhzlwy/app.bsky.feed.post/3mmz3uvyh4225,0.041172907,low
at://did:plc:s6krigacdtlutzdgqqlgsmiw/app.bsky.feed.post/3mmz3tgfwfk27,0.022610499,low
at://did:plc:skf244z64dfa5yvynksq65ij/app.bsky.feed.post/3mmz3rfv6522n,0.015330595,low
at://did:plc:nizy5o333q672yq6td4nyddy/app.bsky.feed.post/3mmz3ob4cyp2i,0.034984488,low
at://did:plc:oobayuj4zhhswbciunshqkpi/app.bsky.feed.post/3mmz3nvtmri2y,0.011309455,low
at://did:plc:cukyh664zwfwfsi2qo7otdkl/app.bsky.feed.post/3mmz3mfnjar2j,0.08953904,low
at://did:plc:cukyh664zwfwfsi2qo7otdkl/app.bsky.feed.post/3mmz3mfnfdp2j,0.00804228,low
at://did:plc:dgxdw2mswpjnp7hq7duohpxu/app.bsky.feed.post/3mmz3iwepuc2m,0.60254884,medium
at://did:plc:ykvfxsnswr6rcwdbwocwqajt/app.bsky.feed.post/3mmz3gvsthk25,0.03015274,low
at://did:plc:7m3o6lhpvwbwvdpkqij4ldse/app.bsky.feed.post/3mmz3g2kigc2t,0.011749268,low
at://did:plc:bcokzhr7z7w6fzmmez75hs26/app.bsky.feed.post/3mmz3fqony22g,0.01834645,low
at://did:plc:bcokzhr7z7w6fzmmez75hs26/app.bsky.feed.post/3mmz3fqog622g,0.022728346,low
at://did:plc:zm4pmvyimkhkw6exaksjkghb/app.bsky.feed.post/3mmz7u7lw422i,0.045378547,low
at://did:plc:qjiqyb2kykuituiyxnjbb45c/app.bsky.feed.post/3mmz7t6nmsc2i,0.09112182,low
at://did:plc:uyzkn4uidlowdqhvm2kxul5h/app.bsky.feed.post/3mmz7qpqpwc2l,0.02449606,low
at://did:plc:ie7cw6zwn5s7uxyank4b7goq/app.bsky.feed.post/3mmz7c4bohs2k,0.36043653,medium
at://did:plc:tclret44j6novfty6k3kg4gj/app.bsky.feed.post/3mmz7b3regk2d,0.050821137,low
at://did:plc:soyroz7x2i7jyxisevuhy7tp/app.bsky.feed.post/3mmz6mg5t6c2q,0.55739564,medium
at://did:plc:dtg2oeh4jj3lmbcxyxl6nm34/app.bsky.feed.post/3mmz6hrvqqp2z,0.02343543,low
at://did:plc:toj3xe4fajjfbtc3niqwz46z/app.bsky.feed.post/3mmz6fhjfkq2a,0.029563503,low
at://did:plc:etgtmr4742hofoygcvtldtro/app.bsky.feed.post/3mmz6bdn5yq2g,0.030034892,low
at://did:plc:oobayuj4zhhswbciunshqkpi/app.bsky.feed.post/3mmz66elkmu2s,0.042657252,low
at://did:plc:vgdwohw5iqdlqxarugyujfcj/app.bsky.feed.post/3mmz5rld6tk2i,0.016712861,low
at://did:plc:hekfuxpraybecg2zcjaevtfx/app.bsky.feed.post/3mmz5pr2qq22j,0.23198941,medium
at://did:plc:232x7jjwjgaetq7w5ssar5ra/app.bsky.feed.post/3mmz5oxkyac2h,0.015707577,low
at://did:plc:gzxre2fvstrhcnr4k7atip5k/app.bsky.feed.post/3mmz5fr4cts2m,0.035691574,low
at://did:plc:t4qjao6o2xfwavfc5ewwvosg/app.bsky.feed.post/3mmz57xlhe22w,0.10045706,medium
at://did:plc:or5ksxsgdlbghycwoh67rf4e/app.bsky.feed.post/3mmz4qlzhy22w,0.054037213,low
at://did:plc:3ovdnvpc7quufjh5xdbgdcvo/app.bsky.feed.post/3mmz4nvsmrk2j,0.4014846,medium
at://did:plc:yhdludkagnazd2w7tl7apcmh/app.bsky.feed.post/3mmz4lsytls2b,0.6863638,medium
at://did:plc:a67zdrt4nl2tv2qojpngogbq/app.bsky.feed.post/3mmz4jaotts2u,0.013005874,low
at://did:plc:fw3wkjxovddcmdutgycc7zyu/app.bsky.feed.post/3mmz4ioaktk2v,0.47173777,medium
at://did:plc:ug7oh357ogdzesja4a33qzat/app.bsky.feed.post/3mmz4ctfxfs27,0.016838523,low
at://did:plc:v3bkshlt2bwgh26djlhqeg5v/app.bsky.feed.post/3mmz4c4a2722k,0.008859074,low
at://did:plc:hekfuxpraybecg2zcjaevtfx/app.bsky.feed.post/3mmz45ssy5c2j,0.06025757,low
at://did:plc:rswl63o7qgvtwidh472ovycv/app.bsky.feed.post/3mmz43ef5tb2v,0.029327808,low
at://did:plc:fkwl6tbnev3vdx63bippmscy/app.bsky.feed.post/3mmz43ed7aj2g,0.029327808,low
at://did:plc:vfnmgxg2yscfliemmcxzyfyh/app.bsky.feed.post/3mmz3yf62vn2s,0.13908891,medium
at://did:plc:qnsjrvpqjd6v6gbjzrgrq2ur/app.bsky.feed.post/3mmz3wt6t322e,0.44039994,medium
at://did:plc:t425k3xuqtmsrdq4lrc4ssz2/app.bsky.feed.post/3mmz3vauayc2s,0.03875561,low
at://did:plc:4vwkjmijpwzoqulerctaqphs/app.bsky.feed.post/3mmz3ur4bzs27,0.3057765,medium
at://did:plc:fihiyte3u5luqhhrqdqfmjyu/app.bsky.feed.post/3mmz3rxbgw22k,0.011749268,low
at://did:plc:raablndljezj7zgfu4asaq4e/app.bsky.feed.post/3mmz3rqtnxc2r,0.07291982,low
at://did:plc:mnspbna47fyslkzdwofxxak6/app.bsky.feed.post/3mmz3q6afpm2v,0.006283031,low
at://did:plc:h7qtoo7nxqxarrsijohjhbw4/app.bsky.feed.post/3mmz3nuv7cd2r,0.026145924,low
at://did:plc:wwbj4us2hychxijd4bjbwigb/app.bsky.feed.post/3mmz3mya7nm2b,0.37751234,medium
at://did:plc:cukyh664zwfwfsi2qo7otdkl/app.bsky.feed.post/3mmz3mfnk7z2j,0.028031485,low
at://did:plc:cukyh664zwfwfsi2qo7otdkl/app.bsky.feed.post/3mmz3mfnjaq2j,0.014576632,low
at://did:plc:553eofo6hvuxcsxo7qfidxjs/app.bsky.feed.post/3mmz3mc7jrt25,0.009550206,low
